City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Date
261,Riyadh,SA,24.6877,46.7219,87.94,11,21,7.7,few clouds,2022-07-21 01:27:50
262,Iwanai,JP,42.9744,140.5089,73.63,70,2,6.76,clear sky,2022-07-21 01:31:06
263,San Cristobal,VE,7.7669,-72.225,75.38,98,51,3.98,broken clouds,2022-07-21 01:31:06
264,Tilichiki,RU,60.4667,166.1,65.43,37,3,7.94,clear sky,2022-07-21 01:31:07
265,Cabo San Lucas,MX,22.8909,-109.9124,94.6,51,0,26.46,clear sky,2022-07-21 01:23:19
266,Cidreira,BR,-30.1811,-50.2056,61.43,94,3,14.79,clear sky,2022-07-21 01:31:07
267,Deputatskiy,RU,69.3,139.9,47.35,68,93,16.42,overcast clouds,2022-07-21 01:31:07
268,Hofn,IS,64.2539,-15.2082,52.12,73,21,4.63,few clouds,2022-07-21 01:31:08
269,Richards Bay,ZA,-28.783,32.0377,61.11,89,25,5.7,scattered clouds,2022-07-21 01:31:08
270,Kununurra,AU,-15.7667,128.7333,82.38,21,6,10.36,clear sky,2022-07-21 01:31:08
271,Shibganj,BD,24.6829,88.1598,87.48,67,100,10.74,overcast clouds,2022-07-21 01:31:09
272,Ust-Ilimsk,RU,58.0006,102.6619,68.9,54,2,6.22,clear sky,2022-07-21 01:32:09
273,Guhagar,IN,17.4842,73.1929,78.91,87,100,8.86,overcast clouds,2022-07-21 01:32:09
274,Winnemucca,US,40.973,-117.7357,98.65,10,0,11.5,clear sky,2022-07-21 01:32:10
275,Fortuna,US,40.5982,-124.1573,57.97,75,8,6.89,clear sky,2022-07-21 01:29:50
276,Carupano,VE,10.6678,-63.2585,77.56,87,41,5.82,scattered clouds,2022-07-21 01:32:10
277,Esperance,AU,-33.8667,121.9,58.23,72,100,21.54,light rain,2022-07-21 01:32:10
278,Sakakah,SA,29.9697,40.2064,89.17,18,54,10.09,broken clouds,2022-07-21 01:23:16
279,Kirakira,SB,-10.4544,161.9205,85.59,69,27,8.57,scattered clouds,2022-07-21 01:32:11
280,Neiafu,TO,-18.65,-173.9833,81.28,69,40,9.22,scattered clouds,2022-07-21 01:32:11
281,Yichun,CN,47.7,128.9,79.75,52,4,3.67,clear sky,2022-07-21 01:32:12
282,Muisne,EC,0.6,-80.0333,73.74,85,100,7.38,overcast clouds,2022-07-21 01:32:12
283,Mangan,IN,27.5167,88.5333,75.87,92,100,3.09,overcast clouds,2022-07-21 01:32:12
284,Marsa Matruh,EG,31.3525,27.2453,75.4,69,0,5.75,clear sky,2022-07-21 01:32:13
285,San Luis,AR,-33.295,-66.3356,51.94,47,0,6.73,clear sky,2022-07-21 01:30:46
286,Northam,GB,51.0333,-4.2167,60.39,90,2,12.44,clear sky,2022-07-21 01:32:13
287,Roald,NO,62.5833,6.1333,61.16,94,100,4.61,overcast clouds,2022-07-21 01:32:13
288,Alyangula,AU,-13.8483,136.4192,76.8,49,13,15.77,few clouds,2022-07-21 01:32:14
289,Koslan,RU,63.4564,48.8989,61.48,82,5,3.6,clear sky,2022-07-21 01:32:14
290,Hasaki,JP,35.7333,140.8333,86.4,76,100,7.43,overcast clouds,2022-07-21 01:29:00
291,Villarrica,PY,-25.75,-56.4333,69.89,64,18,6.13,few clouds,2022-07-21 01:32:15
292,Thinadhoo,MV,0.5333,72.9333,80.74,74,100,4.63,overcast clouds,2022-07-21 01:32:15
293,Atasu,KZ,48.6814,71.6433,82.83,35,95,6.96,overcast clouds,2022-07-21 01:32:15
294,Sembe,CG,1.6481,14.5806,70.18,96,100,1.81,light rain,2022-07-21 01:32:16
295,Dakar,SN,14.6937,-17.4441,79.68,81,100,13.69,overcast clouds,2022-07-21 01:30:17
296,Clonakilty,IE,51.6231,-8.8706,56.08,83,20,6.98,few clouds,2022-07-21 01:32:16
297,Touros,BR,-5.1989,-35.4608,73.06,92,100,8.68,overcast clouds,2022-07-21 01:30:31
298,Zhigansk,RU,66.7697,123.3711,53.31,67,100,9.62,overcast clouds,2022-07-21 01:32:17
299,Constitucion,CL,-35.3333,-72.4167,50.86,91,1,6.38,clear sky,2022-07-21 01:23:24
300,Zigong,CN,29.3416,104.7769,80.19,72,29,2.33,scattered clouds,2022-07-21 01:32:17
301,Airai,TL,-8.9266,125.4092,68.27,67,56,3.51,broken clouds,2022-07-21 01:32:18
302,Hashtgerd,IR,35.9642,50.6858,67.84,50,0,1.32,clear sky,2022-07-21 01:32:18
303,Tommot,RU,58.9564,126.2925,75.83,60,9,4.74,clear sky,2022-07-21 01:32:18
304,Mount Gambier,AU,-37.8333,140.7667,53.1,56,7,8.59,clear sky,2022-07-21 01:23:15
305,Porbandar,IN,21.6422,69.6093,81.09,86,95,18.99,overcast clouds,2022-07-21 01:32:19
306,Svetlogorsk,BY,52.6333,29.7333,54.16,77,32,9.75,scattered clouds,2022-07-21 01:24:30
307,Saint Anthony,US,45.0205,-93.218,85.93,49,0,16.11,clear sky,2022-07-21 01:32:19
308,Talcahuano,CL,-36.7167,-73.1167,51.48,100,100,6.91,drizzle,2022-07-21 01:32:20
309,Noumea,NC,-22.2763,166.4572,80.58,99,100,12.28,overcast clouds,2022-07-21 01:27:29
310,Puerto Del Rosario,ES,28.5004,-13.8627,80.35,44,0,14.97,clear sky,2022-07-21 01:32:20
311,Matagami,CA,49.7502,-77.6328,71.71,83,75,6.91,broken clouds,2022-07-21 01:32:20
312,Alice Springs,AU,-23.7,133.8833,51.35,40,13,12.66,few clouds,2022-07-21 01:31:35
313,Rodrigues Alves,BR,-7.738,-72.6509,75.29,70,75,1.97,broken clouds,2022-07-21 01:32:21
314,Eloi Mendes,BR,-21.61,-45.5653,59.27,83,0,5.1,clear sky,2022-07-21 01:32:21
315,Gravdal,NO,68.1214,13.5031,54.95,85,100,11.95,overcast clouds,2022-07-21 01:32:21
316,Saint-Pierre,RE,-21.3393,55.4781,67.68,67,0,12.66,clear sky,2022-07-21 01:32:22
317,Saint-Philippe,RE,-21.3585,55.7679,67.59,79,47,14.63,light rain,2022-07-21 01:32:22
318,Daru,PG,-9.0763,143.2092,79.27,83,33,9.53,scattered clouds,2022-07-21 01:32:23
319,Peleduy,RU,59.6289,112.7406,63.34,83,100,6.55,overcast clouds,2022-07-21 01:32:23
320,Sorkjosen,NO,69.8,20.9333,59.0,77,30,6.91,scattered clouds,2022-07-21 01:33:23
321,Penalva,BR,-3.2942,-45.1736,73.09,74,7,3.91,clear sky,2022-07-21 01:33:23
322,Namibe,AO,-15.1961,12.1522,62.29,79,0,8.39,clear sky,2022-07-21 01:24:30
323,Sal Rei,CV,16.1833,-22.9167,74.95,89,27,7.54,scattered clouds,2022-07-21 01:33:24
324,San Patricio,US,28.017,-97.5169,87.69,73,2,18.01,clear sky,2022-07-21 01:33:24
325,Kawalu,ID,-7.3817,108.2082,73.89,88,91,2.73,overcast clouds,2022-07-21 01:33:25
326,Kupang,ID,-10.1667,123.5833,83.95,62,64,9.4,broken clouds,2022-07-21 01:33:25
327,Tirat Karmel,IL,32.7617,34.9719,73.62,71,0,6.33,clear sky,2022-07-21 01:33:25
328,Adrar,MR,20.5022,-10.0711,87.94,34,60,8.77,broken clouds,2022-07-21 01:33:26
329,Hami,CN,42.8,93.45,69.35,44,29,2.84,scattered clouds,2022-07-21 01:24:28
330,Hervey Bay,AU,-25.2986,152.8535,62.47,87,100,19.33,moderate rain,2022-07-21 01:33:26
331,Shaki,AZ,41.0833,47.1667,72.84,57,0,1.5,clear sky,2022-07-21 01:33:26
332,Cabangahan,PH,9.0781,122.9469,85.78,73,70,1.72,broken clouds,2022-07-21 01:33:27
333,Kloulklubed,PW,7.0419,134.2556,82.9,73,87,1.61,overcast clouds,2022-07-21 01:33:27
334,Nganjuk,ID,-7.6051,111.9035,81.01,69,8,11.16,clear sky,2022-07-21 01:33:27
335,Tomohon,ID,1.3346,124.8392,77.94,59,30,1.9,scattered clouds,2022-07-21 01:33:28
336,Luyang,CN,27.6239,110.0989,86.14,67,99,8.32,overcast clouds,2022-07-21 01:33:28
337,Paralimni,CY,35.0375,33.9833,81.12,72,0,1.99,clear sky,2022-07-21 01:33:28
338,Norman Wells,CA,65.282,-126.8329,75.24,35,75,8.05,broken clouds,2022-07-21 01:32:26
339,Bowen,AU,-20.0167,148.2333,68.41,80,98,13.2,overcast clouds,2022-07-21 01:33:29
340,Atambua,ID,-9.1061,124.8925,80.1,65,41,2.51,scattered clouds,2022-07-21 01:33:29
341,Overyata,RU,58.0868,55.8709,53.73,94,19,3.33,few clouds,2022-07-21 01:33:29
342,Feijo,BR,-8.1642,-70.3536,72.12,62,4,1.1,clear sky,2022-07-21 01:33:30
343,Quang Ngai,VN,15.1167,108.8,78.31,84,100,5.35,overcast clouds,2022-07-21 01:33:30
344,Mercedes,AR,-34.6515,-59.4307,53.04,83,0,7.02,clear sky,2022-07-21 01:33:30
345,Meulaboh,ID,4.1363,96.1285,79.99,73,100,2.48,overcast clouds,2022-07-21 01:33:31
346,Emerald,AU,-23.5333,148.1667,61.56,80,100,12.39,light rain,2022-07-21 01:33:31
347,Muros,ES,42.7762,-9.0603,66.09,81,5,10.13,clear sky,2022-07-21 01:31:09
348,Jacksonville,US,30.3322,-81.6556,78.91,88,75,8.05,broken clouds,2022-07-21 01:33:31
349,Edd,ER,13.9297,41.6925,89.46,53,100,6.02,overcast clouds,2022-07-21 01:33:32
350,Aktash,RU,50.3,87.7333,50.29,52,90,2.73,overcast clouds,2022-07-21 01:33:32
351,Tahe,CN,52.3333,124.7333,81.23,52,53,3.15,broken clouds,2022-07-21 01:33:32
352,Hassleholm,SE,56.1591,13.7664,70.25,80,35,4.38,scattered clouds,2022-07-21 01:33:32
353,La Ronge,CA,55.1001,-105.2842,68.25,49,75,14.97,broken clouds,2022-07-21 01:24:32
354,Rio Branco,BR,-9.9747,-67.81,74.01,78,0,0.0,clear sky,2022-07-21 01:31:45
355,Beroroha,MG,-21.6667,45.1667,60.08,77,0,1.48,clear sky,2022-07-21 01:33:33
356,Luba,GQ,3.4568,8.5547,73.29,90,100,8.7,light rain,2022-07-21 01:33:33
357,Zhuhai,CN,22.2769,113.5678,91.85,79,20,8.05,few clouds,2022-07-21 01:33:34
358,Tungor,RU,53.3808,142.9564,58.68,88,100,11.9,overcast clouds,2022-07-21 01:33:34
359,Asyut,EG,27.181,31.1837,80.78,37,1,12.01,clear sky,2022-07-21 01:33:34
360,Lompoc,US,34.6391,-120.4579,85.78,72,0,10.36,clear sky,2022-07-21 01:33:34
361,Coihaique,CL,-45.5752,-72.0662,35.55,64,100,5.75,light rain,2022-07-21 01:31:06
362,Baykit,RU,61.67,96.37,65.59,60,35,4.16,scattered clouds,2022-07-21 01:33:35
363,Yubari,JP,43.0378,141.9578,72.1,68,23,6.89,few clouds,2022-07-21 01:33:35
364,Thunder Bay,CA,48.4001,-89.3168,75.18,73,75,5.75,broken clouds,2022-07-21 01:33:03
365,Pontal Do Parana,BR,-25.6533,-48.5128,60.31,95,86,2.89,overcast clouds,2022-07-21 01:33:36
366,Ossora,RU,59.2353,163.0719,62.94,64,12,8.12,few clouds,2022-07-21 01:34:36
367,Biskamzha,RU,53.4497,89.5272,65.01,53,100,1.88,overcast clouds,2022-07-21 01:34:36
368,Achit,RU,56.7985,57.8994,54.55,93,8,4.52,clear sky,2022-07-21 01:34:36
369,Lodja,CD,-3.4833,23.4333,75.54,59,89,0.81,overcast clouds,2022-07-21 01:34:37
370,Alakurtti,RU,66.9672,30.3491,55.83,89,24,3.2,few clouds,2022-07-21 01:34:37
371,Ilave,PE,-16.0833,-69.6667,37.0,44,38,2.24,scattered clouds,2022-07-21 01:34:38
372,Empalme,MX,27.9667,-110.8167,101.35,41,75,20.71,broken clouds,2022-07-21 01:34:38
373,Aykhal,RU,66.0,111.5,54.7,66,100,9.48,overcast clouds,2022-07-21 01:34:38
374,Fort Madison,US,40.6298,-91.3151,81.32,57,100,5.75,overcast clouds,2022-07-21 01:33:37
375,Aklavik,CA,68.2191,-135.0107,65.97,46,100,10.74,overcast clouds,2022-07-21 01:29:44
376,Brigantine,US,39.4101,-74.3646,82.04,82,0,8.05,clear sky,2022-07-21 01:34:39
377,Quartucciu,IT,39.2519,9.1794,79.0,72,0,5.99,clear sky,2022-07-21 01:34:39
378,Tulu Bolo,ET,8.6667,38.2167,55.74,97,100,4.79,light rain,2022-07-21 01:34:39
379,Grenada,ES,37.1882,-3.6067,75.9,47,0,1.14,clear sky,2022-07-21 01:34:40
380,Qarayeri,AZ,40.7886,46.3066,77.88,53,20,9.22,few clouds,2022-07-21 01:34:40
381,Severo-Yeniseyskiy,RU,60.3725,93.0408,61.74,60,34,4.63,scattered clouds,2022-07-21 01:34:40
382,Praia,CV,14.9215,-23.5087,77.54,88,40,6.91,scattered clouds,2022-07-21 01:34:41
383,Hovd,MN,48.0056,91.6419,61.56,42,0,1.21,clear sky,2022-07-21 01:34:41
384,Mahebourg,MU,-20.4081,57.7,66.49,82,75,12.66,broken clouds,2022-07-21 01:34:41
385,Omboue,GA,-1.5746,9.2618,71.89,87,100,6.58,overcast clouds,2022-07-21 01:34:41
386,Wang Saphung,TH,17.301,101.7685,78.82,94,40,4.03,scattered clouds,2022-07-21 01:34:42
387,Yamoussoukro,CI,6.8206,-5.2767,70.86,88,100,3.51,overcast clouds,2022-07-21 01:34:42
388,Luan,CH,46.3592,6.9759,60.46,92,11,1.03,few clouds,2022-07-21 01:34:43
389,Jibuti,DJ,11.5,42.5,80.47,49,100,14.45,overcast clouds,2022-07-21 01:34:43
390,Freeport,US,40.6576,-73.5832,88.97,69,0,16.11,clear sky,2022-07-21 01:34:43
391,Kargat,RU,55.1956,80.2811,60.55,93,100,11.12,light rain,2022-07-21 01:34:43
392,Orlik,RU,52.5178,99.825,59.27,58,85,1.28,overcast clouds,2022-07-21 01:34:44
393,Garden City,US,42.3256,-83.331,82.85,59,75,17.27,broken clouds,2022-07-21 01:34:44
394,Nashville,US,36.1659,-86.7844,91.54,66,0,6.91,haze,2022-07-21 01:34:04
395,Sokolo,ML,14.7328,-6.1219,78.69,76,100,8.79,overcast clouds,2022-07-21 01:34:45
396,Francisco Sa,BR,-16.4758,-43.4883,68.14,72,2,11.41,clear sky,2022-07-21 01:34:45
397,High Level,CA,58.5169,-117.136,73.51,49,75,3.44,broken clouds,2022-07-21 01:34:45
398,Sao Filipe,CV,14.8961,-24.4956,75.52,90,63,3.83,broken clouds,2022-07-21 01:34:45
399,Nemuro,JP,43.3236,145.575,60.04,87,65,8.55,broken clouds,2022-07-21 01:34:46
400,Slave Lake,CA,55.2834,-114.769,73.38,40,0,17.27,clear sky,2022-07-21 01:30:35
401,Shimoda,JP,34.6667,138.95,80.96,74,66,7.81,broken clouds,2022-07-21 01:34:46
402,Mayo,US,38.8876,-76.5119,86.16,83,0,9.22,clear sky,2022-07-21 01:34:46
403,Green River,US,41.5286,-109.4662,87.19,20,29,8.01,scattered clouds,2022-07-21 01:31:13
404,Hurghada,EG,27.2574,33.8129,87.84,29,0,12.66,clear sky,2022-07-21 01:34:47
405,Kieta,PG,-6.2167,155.6333,84.16,68,51,3.98,broken clouds,2022-07-21 01:34:47
406,Chernigovka,RU,44.3389,132.5728,71.62,87,100,6.8,overcast clouds,2022-07-21 01:34:47
407,Geraldton,AU,-28.7667,114.6,63.01,94,75,0.0,moderate rain,2022-07-21 01:34:48
408,Lima,PE,-12.0432,-77.0282,57.45,88,75,10.36,broken clouds,2022-07-21 01:33:12
409,Amot,NO,59.5714,7.9877,61.75,73,100,4.03,overcast clouds,2022-07-21 01:35:48
410,Zhuzhou,CN,27.8333,113.15,87.93,69,100,8.19,overcast clouds,2022-07-21 01:35:48
411,Moranbah,AU,-22.0016,148.0466,66.0,73,93,13.6,overcast clouds,2022-07-21 01:35:49
412,Sao Joao Da Barra,BR,-21.6403,-41.0511,67.32,94,1,7.11,clear sky,2022-07-21 01:34:06
413,Lakes Entrance,AU,-37.8811,147.981,55.87,65,17,9.64,few clouds,2022-07-21 01:35:49
414,Mount Darwin,ZW,-16.7725,31.5838,54.21,84,6,3.69,clear sky,2022-07-21 01:35:49
415,Saint-Francois,FR,46.4154,3.9054,60.24,88,20,2.3,few clouds,2022-07-21 01:35:50
416,Pemangkat,ID,1.1667,108.9667,83.34,76,87,4.16,overcast clouds,2022-07-21 01:35:50
417,Chapais,CA,49.7834,-74.8492,67.78,84,100,6.96,overcast clouds,2022-07-21 01:35:50
418,Diamantino,BR,-14.4086,-56.4461,71.92,44,8,4.59,clear sky,2022-07-21 01:35:51
419,Pitkyaranta,RU,61.5734,31.4792,59.45,91,4,10.54,clear sky,2022-07-21 01:35:51
420,Harper,LR,4.375,-7.7169,74.32,71,100,8.84,overcast clouds,2022-07-21 01:35:51
421,Port Hardy,CA,50.6996,-127.4199,62.78,72,0,13.8,clear sky,2022-07-21 01:33:05
422,Salalah,OM,17.0151,54.0924,75.29,100,100,6.91,drizzle,2022-07-21 01:35:33
423,Shirgaon,IN,19.7,72.7,80.15,85,100,13.35,overcast clouds,2022-07-21 01:35:52
424,Hinton,CA,53.4001,-117.5857,74.21,32,7,8.57,clear sky,2022-07-21 01:35:52
425,Kemijarvi,FI,66.7131,27.4306,55.0,87,85,2.55,overcast clouds,2022-07-21 01:35:52
426,Pontes E Lacerda,BR,-15.2261,-59.3353,69.66,42,5,2.68,clear sky,2022-07-21 01:35:53
427,Finsterwalde,DE,51.6333,13.7167,75.09,52,100,12.55,overcast clouds,2022-07-21 01:35:53
428,Jumla,NP,29.2747,82.1838,64.38,93,100,1.41,overcast clouds,2022-07-21 01:35:53
429,Lamar,US,33.6668,-95.5836,96.71,44,0,5.75,clear sky,2022-07-21 01:35:53
430,Suhbaatar,MN,50.2314,106.2078,69.01,46,66,9.24,broken clouds,2022-07-21 01:33:10
431,Cacoal,BR,-11.4386,-61.4472,72.12,45,3,2.77,clear sky,2022-07-21 01:35:54
432,Calatayud,ES,41.3535,-1.6432,71.01,61,0,3.91,clear sky,2022-07-21 01:35:54
433,Nagold,DE,48.5498,8.7237,65.89,96,5,4.41,moderate rain,2022-07-21 01:35:54
434,Goba,ET,7.0167,39.9833,49.24,98,97,1.77,overcast clouds,2022-07-21 01:35:55
435,Riachao Das Neves,BR,-11.7461,-44.91,68.13,41,1,1.34,clear sky,2022-07-21 01:35:55
436,Shunyi,CN,40.125,116.6453,82.35,61,0,2.24,clear sky,2022-07-21 01:35:55
437,Vallenar,CL,-28.5708,-70.7581,62.04,62,100,1.28,overcast clouds,2022-07-21 01:35:56
438,Patan,NP,27.6667,85.3333,70.18,100,75,0.0,broken clouds,2022-07-21 01:35:56
439,Manicore,BR,-5.8092,-61.3003,75.15,88,0,1.14,clear sky,2022-07-21 01:35:56
440,Nuevo Progreso,MX,23.1667,-97.95,85.53,64,15,5.99,few clouds,2022-07-21 01:35:57
441,Craig,US,40.5153,-107.5464,89.55,15,0,6.91,clear sky,2022-07-21 01:33:03
442,Sioux Lookout,CA,50.1001,-91.917,77.07,53,40,4.61,scattered clouds,2022-07-21 01:35:57
443,Kralendijk,BQ,12.15,-68.2667,80.58,89,40,16.11,scattered clouds,2022-07-21 01:35:57
444,Sawakin,SD,19.1059,37.3321,88.56,55,83,13.47,broken clouds,2022-07-21 01:35:58
445,Bambous Virieux,MU,-20.3428,57.7575,66.45,82,75,12.66,light rain,2022-07-21 01:33:39
446,Isabela,PH,6.7085,121.9711,82.45,66,6,2.46,clear sky,2022-07-21 01:35:58
447,Makinsk,KZ,52.6292,70.4169,65.95,75,4,15.43,clear sky,2022-07-21 01:35:58
448,Urgut,UZ,39.4022,67.2431,73.02,24,0,1.41,clear sky,2022-07-21 01:35:59
449,Tsiroanomandidy,MG,-18.7667,46.0333,53.2,82,0,3.06,clear sky,2022-07-21 01:35:59
450,Nortelandia,BR,-14.4547,-56.8028,71.35,44,24,2.71,few clouds,2022-07-21 01:35:59
451,Mweka,CD,-4.85,21.5667,68.68,62,15,0.54,few clouds,2022-07-21 01:35:59
452,Krasnyy Yar,RU,46.5331,48.3456,64.33,89,97,4.12,overcast clouds,2022-07-21 01:36:00
453,Huarmey,PE,-10.0681,-78.1522,62.58,84,19,9.89,few clouds,2022-07-21 01:36:00
454,Salinopolis,BR,-0.6136,-47.3561,79.43,80,81,8.9,broken clouds,2022-07-21 01:37:00
455,Luwuk,ID,-0.9516,122.7875,84.25,74,25,3.91,scattered clouds,2022-07-21 01:37:01
456,Camden,US,39.7835,-74.9663,85.71,75,0,1.01,clear sky,2022-07-21 01:37:01
457,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.61,99,100,1.41,overcast clouds,2022-07-21 01:37:01
458,Bukachacha,RU,52.9833,116.9167,75.27,62,25,5.08,scattered clouds,2022-07-21 01:37:01
459,Pillaro,EC,-1.1667,-78.5333,47.97,21,99,3.06,overcast clouds,2022-07-21 01:37:02
460,Chino Valley,US,34.7575,-112.4538,93.33,28,0,6.91,clear sky,2022-07-21 01:37:02
461,Sungurlu,TR,40.1675,34.3739,56.17,66,0,3.83,clear sky,2022-07-21 01:37:03
462,Sibu,MY,2.3,111.8167,82.71,78,20,5.01,few clouds,2022-07-21 01:37:03
463,Ormara,PK,25.2088,64.6357,83.1,83,93,16.93,overcast clouds,2022-07-21 01:37:03
464,Alibag,IN,18.6411,72.8792,80.67,86,100,11.23,overcast clouds,2022-07-21 01:37:04
465,Togur,RU,58.3631,82.8265,63.72,67,92,5.08,overcast clouds,2022-07-21 01:37:04
466,Biloela,AU,-24.4167,150.5,58.33,87,100,12.3,light rain,2022-07-21 01:37:05
467,Along,IN,28.1667,94.7667,78.15,97,100,0.2,overcast clouds,2022-07-21 01:37:05
468,Mafinga,TZ,-7.25,35.0667,59.09,66,0,3.56,clear sky,2022-07-21 01:37:06
469,Itoman,JP,26.1247,127.6694,91.4,84,20,10.36,few clouds,2022-07-21 01:37:06
470,Nanakuli,US,21.3906,-158.1547,85.95,51,75,8.05,broken clouds,2022-07-21 01:37:06
471,Egvekinot,RU,66.3167,-179.1667,43.88,53,71,5.66,broken clouds,2022-07-21 01:37:07
472,Nhulunbuy,AU,-12.2333,136.7667,81.21,54,0,17.27,clear sky,2022-07-21 01:37:07
473,Lixourion,GR,38.2019,20.4314,76.78,46,0,6.22,clear sky,2022-07-21 01:37:07
474,Srednekolymsk,RU,67.45,153.6833,54.97,53,56,5.19,broken clouds,2022-07-21 01:37:08
475,Innisfail,AU,-17.5333,146.0333,74.12,72,97,7.67,overcast clouds,2022-07-21 01:37:08
476,Margate,GB,51.3813,1.3862,66.69,82,73,4.0,broken clouds,2022-07-21 01:37:08
477,Alofi,NU,-19.0595,-169.9187,76.89,78,75,14.97,broken clouds,2022-07-21 01:37:09
478,Taicheng,CN,38.731,113.228,77.36,49,0,4.61,clear sky,2022-07-21 01:37:09
479,Highland Springs,US,37.546,-77.3278,88.12,72,40,8.05,scattered clouds,2022-07-21 01:37:10
480,Cutervo,PE,-6.379,-78.8157,49.01,93,43,4.07,scattered clouds,2022-07-21 01:37:10
481,Aranjuez,ES,40.0311,-3.6025,83.53,52,0,14.2,clear sky,2022-07-21 01:37:10
482,Belyy Yar,RU,53.6039,91.3903,62.85,68,0,4.47,clear sky,2022-07-21 01:37:11
483,Kamenka,RU,51.3223,42.7678,57.29,96,100,4.21,light rain,2022-07-21 01:37:11
484,Ketchikan,US,55.3422,-131.6461,57.67,77,100,8.05,overcast clouds,2022-07-21 01:33:10
485,Mehamn,NO,71.0357,27.8492,57.15,88,75,11.5,broken clouds,2022-07-21 01:37:12
486,Vidim,RU,56.4088,103.1106,68.41,54,48,3.49,scattered clouds,2022-07-21 01:37:12
487,Bonfim,BR,3.0833,-59.95,75.18,87,69,2.13,broken clouds,2022-07-21 01:33:03
488,Narsaq,GL,60.9167,-46.05,48.42,97,44,3.98,scattered clouds,2022-07-21 01:37:12
489,Camopi,GF,3.1655,-52.3158,70.72,99,27,1.79,scattered clouds,2022-07-21 01:37:13
490,Letlhakeng,BW,-24.0944,25.0298,50.65,83,23,6.46,few clouds,2022-07-21 01:37:13
491,Cardenas,CU,23.0375,-81.2047,81.36,82,31,11.21,scattered clouds,2022-07-21 01:37:13
492,Nagutskoye,RU,44.4415,42.8762,61.02,93,61,5.37,broken clouds,2022-07-21 01:37:14
493,Ogbomosho,NG,8.133,4.25,69.31,86,100,5.57,overcast clouds,2022-07-21 01:37:14
494,Aden,YE,12.7794,45.0367,82.15,74,100,1.66,overcast clouds,2022-07-21 01:37:14
495,Road Town,VG,18.4167,-64.6167,82.49,83,40,13.8,scattered clouds,2022-07-21 01:37:15
496,Makakilo City,US,21.3469,-158.0858,84.52,60,75,16.11,shower rain,2022-07-21 01:37:15
497,Turukhansk,RU,65.8167,87.9833,57.45,76,45,6.98,light rain,2022-07-21 01:37:15
498,Lashio,MM,22.9333,97.75,75.38,91,94,1.12,overcast clouds,2022-07-21 01:37:16
499,Labuhan,ID,-6.8844,112.2051,81.68,67,8,12.15,clear sky,2022-07-21 01:37:16
500,Jiangyou,CN,31.7667,104.7167,78.89,80,65,5.03,broken clouds,2022-07-21 01:37:16
501,Gijon,ES,43.5357,-5.6615,67.46,92,47,5.01,scattered clouds,2022-07-21 01:38:17
502,Antsohihy,MG,-14.8796,47.9875,68.11,59,0,9.17,clear sky,2022-07-21 01:38:17
503,Klaksvik,FO,62.2266,-6.589,49.12,92,94,18.32,overcast clouds,2022-07-21 01:38:17
504,El Dorado,US,38.7666,-120.5177,92.41,22,0,1.99,clear sky,2022-07-21 01:38:18
505,Sabang,ID,5.8933,95.3214,82.85,71,81,17.6,broken clouds,2022-07-21 01:38:18
506,Naliya,IN,23.2667,68.8333,82.11,83,100,17.13,overcast clouds,2022-07-21 01:38:18
507,Kindu,CD,-2.95,25.95,72.18,76,49,2.77,scattered clouds,2022-07-21 01:38:19
508,Maceio,BR,-9.6658,-35.7353,76.44,88,75,3.44,broken clouds,2022-07-21 01:34:01
509,Anupgarh,IN,29.1911,73.2086,90.18,62,89,17.0,overcast clouds,2022-07-21 01:38:19
510,Sisimiut,GL,66.9395,-53.6735,49.98,88,100,8.39,light rain,2022-07-21 01:38:19
511,Lesnoy,RU,57.6198,63.0784,57.6,79,45,9.93,scattered clouds,2022-07-21 01:38:20
512,Kargasok,RU,59.0556,80.8572,60.94,77,100,4.05,overcast clouds,2022-07-21 01:38:11
513,Paamiut,GL,61.994,-49.6678,49.39,82,98,12.93,overcast clouds,2022-07-21 01:38:20
514,Rocha,UY,-34.4833,-54.3333,59.05,95,89,10.38,overcast clouds,2022-07-21 01:36:27
515,Kampene,CD,-3.6,26.6667,73.6,50,100,1.36,overcast clouds,2022-07-21 01:38:21
516,Estacion Coahuila,MX,32.1939,-115.0017,103.37,23,9,8.75,clear sky,2022-07-21 01:38:21
517,Tefe,BR,-3.3542,-64.7114,72.5,99,100,2.53,light rain,2022-07-21 01:38:22
518,Karpathos,GR,35.507,27.2132,71.56,83,0,28.77,clear sky,2022-07-21 01:38:22
519,Nipawin,CA,53.3668,-104.0009,71.64,49,20,13.8,few clouds,2022-07-21 01:38:22
520,Yeppoon,AU,-23.1333,150.7333,58.78,95,100,18.59,light rain,2022-07-21 01:34:41
521,Noyabrsk,RU,63.1994,75.4507,58.77,59,72,10.25,broken clouds,2022-07-21 01:38:23
522,Parati,BR,-23.2178,-44.7131,67.37,96,67,1.63,broken clouds,2022-07-21 01:34:23
523,Warrnambool,AU,-38.3833,142.4833,55.85,50,5,11.07,clear sky,2022-07-21 01:38:23
524,Florence,IT,43.7667,11.25,77.76,57,0,5.75,clear sky,2022-07-21 01:33:24
525,Macusani,PE,-14.0833,-70.4333,33.42,46,57,1.1,broken clouds,2022-07-21 01:38:24
